ID,URL,Notice Type,Publication Date,Project ID,Bid Description,Procurement Type,Deadline Date,Country Code,Country Name,Major Sector
63022,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063022'},Request for Expression of Interest,2018-12-13T00:00:00,P166537,Specialized Technical Advisory Services and Development of            Management Information Systems for Home Owners Driven Reconstruction,Consultants,2019-01-02T00:00:00,,Dominica,
63037,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063037'},Contract Award,2018-12-13T00:00:00,P151030,Lot 4 - Travaux de Conduite de peuplement de 100 ha de            chèneliège a Jendouba,,,TN,Tunisia,
62991,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062991'},Contract Award,2018-12-13T00:00:00,P123394,Received 4 Laptops as per Supply/Work Order,,,PK,Pakistan,"Health, Public Administration - Health"
62993,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062993'},Contract Award,2018-12-13T00:00:00,P123394,Received HP Spectre Laptops,,,PK,Pakistan,"Health, Public Administration - Health"
62994,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062994'},Contract Award,2018-12-13T00:00:00,P123394,Received Camera as per Work/Supply Order,,,PK,Pakistan,"Health, Public Administration - Health"
63000,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063000'},Contract Award,2018-12-13T00:00:00,P131263,Supply of 1000 Pcs Biogas Construction Manual for IDCOL,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
63001,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063001'},Invitation for Bids,2018-12-13T00:00:00,P154807,Rénovation des locaux des laboratoires de Fièvres Hémoragique            et INSP/LNR,Goods and Works,2019-01-16T00:00:00,,Western Africa,"Social Protection, Agricultural Extension, Research, and Other Support Activities, Health, Public Administration - Health"
63003,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063003'},Contract Award,2018-12-13T00:00:00,P123394,Delivered Juicer machines as per Work/Supply Order,,,PK,Pakistan,"Health, Public Administration - Health"
63007,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063007'},Contract Award,2018-12-13T00:00:00,P130548,Construction of Culvert & Mass Concrete Retaining Wall            between 4+080km to 4+092km Road Sections on Madawala - Rajawella Road (B-256),,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
63017,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063017'},Contract Award,2018-12-13T00:00:00,P131263,Supply of 10 CPU and 13 Monitor for IDCOL,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
63020,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063020'},Contract Award,2018-12-13T00:00:00,P151083,"Impression et Affichage des listes communes ds produits            éligibles au RECOS et le RWANDA , la RDC et l'OUGANDAainsi que le deuxième lot            RECOS version française : lot 2 LISTES illustrées ET Rolls up",,,,Africa,"Trade, Public Administration - Industry, Trade and Services"
63024,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063024'},Contract Award,2018-12-13T00:00:00,P155121,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BF,Burkina Faso,Central Government (Central Agencies)
63025,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063025'},Contract Award,2018-12-13T00:00:00,P129992,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Dominica,"Other Public Administration, Water Supply, Other Water Supply, Sanitation and Waste Management, Other Transportation"
63028,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063028'},Contract Award,2018-12-13T00:00:00,P151030,Lot numéro 3: Travaux de plantations de 100 ha à kasserine,,,TN,Tunisia,
62981,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062981'},Contract Award,2018-12-13T00:00:00,P151744,"Purchase of Pillar heaters for SPV HPNMS, Navbhar.",,,IN,India,"Public Administration - Industry, Trade and Services, Public Administration - Agriculture, Fishing & Forestry, Irrigation and Drainage, Crops, Agricultural markets, commercialization and agri-business"
62987,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062987'},Request for Expression of Interest,2018-12-13T00:00:00,P164813,International Customs Expert and Trade,Consultants,2018-12-28T00:00:00,LA,Lao People's Democratic Republic,"Trade, Other Industry, Trade and Services, Public Administration - Industry, Trade and Services"
62992,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062992'},Contract Award,2018-12-13T00:00:00,P123394,Received HP Printer as per Work/Supply Order,,,PK,Pakistan,"Health, Public Administration - Health"
62999,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062999'},Invitation for Bids,2018-12-13T00:00:00,P132750,"Periodic Maintenance of Nepaltar-Udayapur-Gadhi- Road ,            Udayapur (0+000 to 15+000, Length- 15 km)",Goods and Works,2019-01-09T00:00:00,NP,Nepal,"Public Administration - Transportation, Rural and Inter-Urban Roads"
63009,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063009'},Contract Award,2018-12-13T00:00:00,P151492,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Somalia,"Sub-National Government, Other Public Administration"
63010,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063010'},Contract Award,2018-12-13T00:00:00,P130548,Construction of Culvert & Mass Concrete Retaining Wall            between 7+885km to 7+990km Road Sections on Madawala - Rajawella Road (B-256),,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
63029,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063029'},Request for Expression of Interest,2018-12-13T00:00:00,P121186,Technical Assistance to improving irrigation performance and            Monitoring and Evaluation at municipal level,Consultants,2019-01-04T00:00:00,AL,Albania,"Other Public Administration, Other Transportation, Public Administration - Water, Sanitation and Waste Management, Other Water Supply, Sanitation and Waste Management, Irrigation and Drainage"
63030,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063030'},Contract Award,2018-12-13T00:00:00,P151030,Lot numéro 1: travaux de plantation d'eucayptus à Béja            sur 100 ha,,,TN,Tunisia,
63031,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063031'},Contract Award,2018-12-13T00:00:00,P152881,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,XK,Kosovo,
63035,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063035'},Contract Award,2018-12-13T00:00:00,P152881,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,XK,Kosovo,
63036,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063036'},Contract Award,2018-12-13T00:00:00,P151077,le câblage réseaux informatique et téléphonique des bureaux            des charges d'opérations pour le projet PDIL2,,,GA,Gabon,"Other Water Supply, Sanitation and Waste Management, Urban Transport, Social Protection, Other Public Administration"
63039,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063039'},Contract Award,2018-12-13T00:00:00,P151030,Lot 12 - Travaux de Conduite des peuplements de pin            d'alep sur 87 ha à Kasserine,,,TN,Tunisia,
63043,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063043'},Contract Award,2018-12-13T00:00:00,P147674,Construction de 5 postes de sorties,,,,Western Africa,"Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry, Livestock"
63044,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063044'},Contract Award,2018-12-13T00:00:00,P133445,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,LR,Liberia,"Energy Transmission and Distribution, Public Administration - Energy and Extractives, Oil and Gas"
62995,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062995'},Contract Award,2018-12-13T00:00:00,P130548,"Preparation of Bus T&G, Boarding and Alighting Bays at            Torrington Bus Terminal and Four Other Sites in Kandy",,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62997,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062997'},Contract Award,2018-12-13T00:00:00,P133312,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,UG,Uganda,Renewable Energy Solar
63027,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063027'},Contract Award,2018-12-13T00:00:00,P151030,Lot numéro 7:travaux de plantation de 30 ha de chiène liège et            60 ha d'eucalyptus à Bizerte,,,TN,Tunisia,
63033,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063033'},Contract Award,2018-12-13T00:00:00,P144637,Construction d'un bloc de 02 salles de classes équipées            dans les EP de Tcharatche Gadamayo et Patara et d'un bloc de latrines à 03            compartiments à l'EP de Patara dans la Commune de Barndaké,,,CM,Cameroon,"Sub-National Government, Social Protection"
63038,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063038'},Contract Award,2018-12-13T00:00:00,P151030,Lot 5 - Travaux de Conduite de peuplement de 50 ha de chène            liègea Jendouba,,,TN,Tunisia,
63041,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063041'},Contract Award,2018-12-13T00:00:00,P151030,Lot 10 - Travaux de Conduite de 220 ha depeuplements de pin            d'alep à Siliana,,,TN,Tunisia,
63046,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063046'},Contract Award,2018-12-13T00:00:00,P158805,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MW,Malawi,"Agricultural markets, commercialization and agri-business, Irrigation and Drainage, Public Administration - Agriculture, Fishing & Forestry, Other Agriculture, Fishing and Forestry"
63048,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063048'},Contract Award,2018-12-13T00:00:00,P155121,Acquisitions de matériels informatiques au profit des Unités            de Service à la Clientèle (USC) du MENA/MS,,,BF,Burkina Faso,Central Government (Central Agencies)
63050,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063050'},Contract Award,2018-12-13T00:00:00,P159217,TRAVAUX DE RENOVATION ET DE SECURISATION DES BUREAUX DE LA            CELLULE D'EXECUTION DU PROJET HYDROMET,,,ZR,"Congo, Democratic Republic of",
63051,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063051'},Request for Expression of Interest,2018-12-13T00:00:00,P126498,"Consultancy services on support to monitoring and evaluation            of the project, output, outcome and impact.",Consultants,2018-12-28T00:00:00,RW,Rwanda,"Sub-National Government, Central Government (Central Agencies), Rural and Inter-Urban Roads"
63052,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063052'},Contract Award,2018-12-13T00:00:00,P144637,Construction et équipement d'un bâtiment à usage de CSI            au Centre de Santé Intégré de de Mayo Galké dans la Commune de Tchollire,,,CM,Cameroon,"Sub-National Government, Social Protection"
63053,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063053'},Contract Award,2018-12-13T00:00:00,P151492,PFM Training Hall and Office Furniture,,,,Somalia,"Sub-National Government, Other Public Administration"
63056,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063056'},Contract Award,2018-12-13T00:00:00,P128768,Acquisition de véhicules au profit du Projet d'Appui Au            secteur de l'Electricité (PASEL),,,BF,Burkina Faso,"Public Administration - Energy and Extractives, Other Energy and Extractives, Non-Renewable Energy Generation, Energy Transmission and Distribution"
62990,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062990'},Contract Award,2018-12-13T00:00:00,P123394,Received Xerox printers as per Supply/Word Order,,,PK,Pakistan,"Health, Public Administration - Health"
63014,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063014'},Contract Award,2018-12-13T00:00:00,P131263,"Supply and Fixation of furniture, fixture and office equipment            in IDCOL Dhaka RO",,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62989,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062989'},Invitation for Bids,2018-12-13T00:00:00,P132750,"Periodic Maintenance of Fakchamara-Panchkanya-Pokari Road and            Chaparichowk Angdim Sadak,9 km , Terathum",Goods and Works,2019-01-07T00:00:00,NP,Nepal,"Public Administration - Transportation, Rural and Inter-Urban Roads"
63002,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063002'},Contract Award,2018-12-13T00:00:00,P133653,"Rehabilitation & Maintenance of RCC drain from            ModanpurMadonganjRHD beside HaziAbulKasembari to Ram Nagar GPS road, Rehabilitation            & Maintenance of RCC road from ModanpurMadonganjRHD beside HaziAbulK",,,BD,Bangladesh,"Waste Management, Other Transportation, Other Water Supply, Sanitation and Waste Management, Sub-National Government"
63011,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063011'},Contract Award,2018-12-13T00:00:00,P131263,Supply of 2 Pcs of Online Energy Meter for IDCOL,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
63013,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063013'},Contract Award,2018-12-13T00:00:00,P131263,Supply and installation of DocuDex server for IDCOL,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
63015,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063015'},Contract Award,2018-12-13T00:00:00,P128628,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,"Congo, Republic of",
63018,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063018'},Contract Award,2018-12-13T00:00:00,P155121,"Assistance à la Maîtrise d'Ouvrage Informatique (AMOI)            auprès du Ministère de l'Economie, des Finances et du Développement (MINEFID) du            Burkina Faso",,,BF,Burkina Faso,Central Government (Central Agencies)
